sample	region	M1	MU1
MEDAL-115_PLA_F3	12:21927814-21928064	31	6405
MEDAL-115_PLA_F3	12:22094791-22094969	34	4277
MEDAL-115_PLA_F3	12:29302063-29302285	14	4104
MEDAL-115_PLA_F3	12:33592332-33592401	49	1857
MEDAL-115_PLA_F3	12:43945018-43945051	50	1343
MEDAL-115_PLA_F3	12:45269022-45269104	138	6383
MEDAL-115_PLA_F3	12:45445018-45445276	37	5151
MEDAL-115_PLA_F3	12:47224908-47225116	511	13551
MEDAL-115_PLA_F3	12:48578098-48578250	527	7490
MEDAL-115_PLA_F3	12:49297671-49298105	90	11048
MEDAL-115_PLA_F3	12:54321679-54321777	501	5893
MEDAL-115_PLA_F3	12:54394189-54394384	644	22166
MEDAL-115_PLA_F3	12:54520283-54520462	87	4019
MEDAL-115_PLA_F3	12:62584912-62584934	0	767
MEDAL-115_PLA_F3	12:62586260-62586431	4	1910
MEDAL-115_PLA_F3	12:63545113-63545303	157	13450
MEDAL-115_PLA_F3	12:66123163-66123298	65	3514
MEDAL-115_PLA_F3	12:72665613-72665790	24	9294
MEDAL-115_PLA_F3	12:72666978-72667101	44	4711
MEDAL-115_PLA_F3	12:85306318-85306408	95	1933
MEDAL-115_PLA_F3	12:93965870-93966066	9	3912
MEDAL-115_PLA_F3	12:99289127-99289301	121	8313
MEDAL-115_PLA_F3	12:103352498-103352625	342	7582
MEDAL-115_PLA_F3	12:104851873-104852038	14	4389
MEDAL-115_PLA_F3	12:106974455-106974562	284	1760
MEDAL-115_PLA_F3	12:106977610-106977787	61	4550
MEDAL-115_PLA_F3	12:111471371-111471640	78	10339
MEDAL-115_PLA_F3	12:113901361-113901548	396	12557
MEDAL-115_PLA_F3	12:113913951-113914042	14	534
MEDAL-115_PLA_F3	12:114847115-114847328	70	10445
MEDAL-115_PLA_F3	12:114917649-114918101	520	18078
MEDAL-115_PLA_F3	12:115121210-115121289	91	5390
MEDAL-115_PLA_F3	12:115136087-115136293	184	8968
MEDAL-115_PLA_F3	12:117319722-117319903	307	11705
MEDAL-115_PLA_F3	12:119419460-119419675	171	8615
MEDAL-115_PLA_F3	12:130389067-130389166	147	1444
MEDAL-115_PLA_F3	12:130823681-130823754	182	5204
MEDAL-115_PLA_F3	12:131201367-131201531	68	3762
MEDAL-115_PLA_F3	13:23733714-23733888	160	7230
MEDAL-115_PLA_F3	13:28366697-28366775	8	1122
MEDAL-115_PLA_F3	13:28371405-28371550	40	2361
MEDAL-115_PLA_F3	13:28395723-28395815	70	4044
MEDAL-115_PLA_F3	13:28491669-28491718	212	2094
MEDAL-115_PLA_F3	13:28501334-28501473	224	2332
MEDAL-115_PLA_F3	13:28554751-28555004	278	6896
MEDAL-115_PLA_F3	13:29393779-29393856	110	3688
MEDAL-115_PLA_F3	13:37247945-37248434	207	19187
MEDAL-115_PLA_F3	13:38443887-38444058	33	2017
MEDAL-115_PLA_F3	13:46189765-46189954	116	17090
MEDAL-115_PLA_F3	13:50704163-50704186	7	696
MEDAL-115_PLA_F3	13:53422772-53422877	195	16721
MEDAL-115_PLA_F3	13:79161062-79161180	373	3375
MEDAL-115_PLA_F3	13:79176520-79176700	722	17772
MEDAL-115_PLA_F3	13:79179729-79179861	160	2048
MEDAL-115_PLA_F3	13:88325349-88325532	14	3299
MEDAL-115_PLA_F3	13:93881100-93881116	6	384
MEDAL-115_PLA_F3	13:95355577-95355679	12	403
MEDAL-115_PLA_F3	13:96743890-96744039	24	3451
MEDAL-115_PLA_F3	13:100624167-100624299	366	7565
MEDAL-115_PLA_F3	13:100636287-100636433	155	2674
MEDAL-115_PLA_F3	13:100642163-100642193	397	1570
MEDAL-115_PLA_F3	13:100643307-100643427	419	7921
MEDAL-115_PLA_F3	13:103052325-103052636	106	19003
MEDAL-115_PLA_F3	13:103054999-103055017	117	416
MEDAL-115_PLA_F3	13:110958827-110958869	13	439
MEDAL-115_PLA_F3	13:110960285-110960595	783	24243
MEDAL-115_PLA_F3	13:112711417-112711620	536	12542
MEDAL-115_PLA_F3	13:112712302-112712574	52	10559
MEDAL-115_PLA_F3	13:112720282-112720417	281	3654
MEDAL-115_PLA_F3	13:112722203-112722508	1194	22379
MEDAL-115_PLA_F3	13:112758571-112758791	201	6673
MEDAL-115_PLA_F3	13:112759901-112760241	727	20799
MEDAL-115_PLA_F3	14:22004874-22005173	238	9934
MEDAL-115_PLA_F3	14:25518452-25518676	422	12000
MEDAL-115_PLA_F3	14:27065830-27065980	161	3520
MEDAL-115_PLA_F3	14:29228260-29228341	49	1438
MEDAL-115_PLA_F3	14:33403571-33403749	8	1332
MEDAL-115_PLA_F3	14:36003582-36003770	60	3132
MEDAL-115_PLA_F3	14:36973265-36973530	511	12912
MEDAL-115_PLA_F3	14:36994096-36994228	125	1897
MEDAL-115_PLA_F3	14:38069484-38069567	82	1327
MEDAL-115_PLA_F3	14:42075656-42075766	25	2239
MEDAL-115_PLA_F3	14:42079073-42079252	59	4072
MEDAL-115_PLA_F3	14:51561131-51561266	28	4844
MEDAL-115_PLA_F3	14:52734151-52734315	399	8188
MEDAL-115_PLA_F3	14:54422751-54422818	62	3668
MEDAL-115_PLA_F3	14:57261438-57261511	30	1011
MEDAL-115_PLA_F3	14:57264744-57264925	845	15291
MEDAL-115_PLA_F3	14:57265411-57265497	478	3007
MEDAL-115_PLA_F3	14:57274514-57274576	15	705
MEDAL-115_PLA_F3	14:57275111-57275419	237	8671
MEDAL-115_PLA_F3	14:57278558-57278657	47	937
MEDAL-115_PLA_F3	14:57279314-57279434	201	1831
MEDAL-115_PLA_F3	14:60097204-60097379	63	9490
MEDAL-115_PLA_F3	14:60386444-60386649	56	7359
MEDAL-115_PLA_F3	14:65637709-65637916	57	7147
MEDAL-115_PLA_F3	14:69726148-69726426	442	13193
MEDAL-115_PLA_F3	14:70655352-70655552	13	5014
MEDAL-115_PLA_F3	14:74707355-74707534	54	4458
MEDAL-115_PLA_F3	14:74892941-74893139	49	7529
MEDAL-115_PLA_F3	14:77228584-77228759	71	8985
MEDAL-115_PLA_F3	14:88792973-88793145	151	6130
MEDAL-115_PLA_F3	14:97059294-97059358	75	1154
MEDAL-115_PLA_F3	14:102026068-102026382	276	21556
MEDAL-115_PLA_F3	14:104603250-104603413	129	5029
MEDAL-115_PLA_F3	15:28351748-28352273	153	27851
MEDAL-115_PLA_F3	15:29864201-29864296	30	995
MEDAL-115_PLA_F3	15:33011218-33011340	53	7208
MEDAL-115_PLA_F3	15:47476854-47477149	117	18589
MEDAL-115_PLA_F3	15:53077465-53077632	58	2555
MEDAL-115_PLA_F3	15:53097602-53097884	69	11772
MEDAL-115_PLA_F3	15:58357716-58357934	836	10602
MEDAL-115_PLA_F3	15:68117441-68117520	293	8351
MEDAL-115_PLA_F3	15:68121392-68121669	530	11457
MEDAL-115_PLA_F3	15:74422113-74422232	173	2201
MEDAL-115_PLA_F3	15:74423590-74423607	53	538
MEDAL-115_PLA_F3	15:76628143-76628220	36	992
MEDAL-115_PLA_F3	15:76630029-76630435	2352	35609
MEDAL-115_PLA_F3	15:79724783-79724975	180	15736
MEDAL-115_PLA_F3	15:83952926-83953235	401	7500
MEDAL-115_PLA_F3	15:89911143-89911304	169	4906
MEDAL-115_PLA_F3	15:89914831-89915144	401	14838
MEDAL-115_PLA_F3	15:89951961-89952043	45	575
MEDAL-115_PLA_F3	15:99193847-99194042	57	14736
MEDAL-115_PLA_F3	16:230191-230517	299	11363
MEDAL-115_PLA_F3	16:2041202-2041367	33	4420
MEDAL-115_PLA_F3	16:3239524-3239793	48	1436
MEDAL-115_PLA_F3	16:6623640-6623890	2623	15432
MEDAL-115_PLA_F3	16:10133428-10133558	156	8645
MEDAL-115_PLA_F3	16:10276540-10276973	818	30285
MEDAL-115_PLA_F3	16:22824890-22825052	309	9070
MEDAL-115_PLA_F3	16:22826137-22826274	443	9755
MEDAL-115_PLA_F3	16:23847282-23847592	52	8236
MEDAL-115_PLA_F3	16:28075103-28075379	528	11543
MEDAL-115_PLA_F3	16:31488136-31488307	253	7712
MEDAL-115_PLA_F3	16:49314097-49314245	147	3210
MEDAL-115_PLA_F3	16:55405027-55405267	106	16508
MEDAL-115_PLA_F3	16:58535211-58535601	561	17482
MEDAL-115_PLA_F3	16:62069310-62069385	62	4081
MEDAL-115_PLA_F3	16:66613028-66613126	15	2297
MEDAL-115_PLA_F3	16:82660323-82661047	1587	44488
MEDAL-115_PLA_F3	16:86542654-86542715	32	2434
MEDAL-115_PLA_F3	16:89044983-89045080	316	5058
MEDAL-115_PLA_F3	17:2659155-2659311	60	4334
MEDAL-115_PLA_F3	17:7554654-7554872	42	3851
MEDAL-115_PLA_F3	17:10101063-10101366	2550	25671
MEDAL-115_PLA_F3	17:20755777-20755985	23	5504
MEDAL-115_PLA_F3	17:21355768-21355961	46	2957
MEDAL-115_PLA_F3	17:27332471-27332816	296	10629
MEDAL-115_PLA_F3	17:32908112-32908227	195	3651
MEDAL-115_PLA_F3	17:35292344-35292555	321	13887
MEDAL-115_PLA_F3	17:35294309-35294330	7	359
MEDAL-115_PLA_F3	17:35294708-35294889	143	10928
MEDAL-115_PLA_F3	17:37764215-37764405	287	5536
MEDAL-115_PLA_F3	17:41984316-41984380	17	2075
MEDAL-115_PLA_F3	17:46696726-46696998	53	4796
MEDAL-115_PLA_F3	17:46800612-46800751	132	5437
MEDAL-115_PLA_F3	17:46824579-46824746	135	6091
MEDAL-115_PLA_F3	17:47210434-47210643	728	13692
MEDAL-115_PLA_F3	17:48042446-48042618	166	8428
MEDAL-115_PLA_F3	17:54755960-54756176	338	20360
MEDAL-115_PLA_F3	17:72352786-72353070	778	16210
MEDAL-115_PLA_F3	17:74964938-74965105	95	3653
MEDAL-115_PLA_F3	17:77179280-77179408	45	2190
MEDAL-115_PLA_F3	17:77721474-77721686	149	9200
MEDAL-115_PLA_F3	17:77750839-77751095	364	6915
MEDAL-115_PLA_F3	17:80329984-80330047	458	1520
MEDAL-115_PLA_F3	18:904713-904859	467	10046
MEDAL-115_PLA_F3	18:7116848-7116890	45	2228
MEDAL-115_PLA_F3	18:7117904-7118231	372	10231
MEDAL-115_PLA_F3	18:25755892-25756111	53	10743
MEDAL-115_PLA_F3	18:28621720-28621817	71	1672
MEDAL-115_PLA_F3	18:28622364-28622641	218	13668
MEDAL-115_PLA_F3	18:31020355-31020676	125	12885
MEDAL-115_PLA_F3	18:31803473-31803632	61	2333
MEDAL-115_PLA_F3	18:49866356-49866418	67	2026
MEDAL-115_PLA_F3	18:53257014-53257346	139	17008
MEDAL-115_PLA_F3	18:56935035-56935316	271	9901
MEDAL-115_PLA_F3	18:70210277-70210439	110	10719
MEDAL-115_PLA_F3	18:70211009-70211113	98	6704
MEDAL-115_PLA_F3	18:73167996-73168041	1	561
MEDAL-115_PLA_F3	18:74961552-74961618	41	1245
MEDAL-115_PLA_F3	18:74962307-74962537	364	17210
MEDAL-115_PLA_F3	19:3869002-3869268	1900	16500
MEDAL-115_PLA_F3	19:11592633-11592934	458	15902
MEDAL-115_PLA_F3	19:15695265-15695473	116	4308
MEDAL-115_PLA_F3	19:18901467-18901602	312	6492
MEDAL-115_PLA_F3	19:22610695-22610709	13	971
MEDAL-115_PLA_F3	19:30017654-30017835	49	6604
MEDAL-115_PLA_F3	19:30866108-30866313	59	4816
MEDAL-115_PLA_F3	19:34113232-34113416	205	11403
MEDAL-115_PLA_F3	19:34973472-34973689	141	12047
MEDAL-115_PLA_F3	19:36523808-36523970	139	10411
MEDAL-115_PLA_F3	19:37464264-37464786	441	20113
MEDAL-115_PLA_F3	19:37959682-37959787	15	481
MEDAL-115_PLA_F3	19:38308091-38308228	141	4452
MEDAL-115_PLA_F3	19:38879539-38879724	63	3983
MEDAL-115_PLA_F3	19:40005552-40005617	165	2154
MEDAL-115_PLA_F3	19:44405813-44405912	164	4563
MEDAL-115_PLA_F3	19:44952412-44952578	187	9126
MEDAL-115_PLA_F3	19:50833916-50833991	10	1687
MEDAL-115_PLA_F3	19:51321184-51321401	387	4961
MEDAL-115_PLA_F3	19:51568518-51568696	48	3479
MEDAL-115_PLA_F3	19:53635941-53636023	12	1352
MEDAL-115_PLA_F3	19:54483360-54483577	96	8339
MEDAL-115_PLA_F3	19:56879758-56879889	19	4213
MEDAL-115_PLA_F3	19:57683717-57683891	93	2985
MEDAL-115_PLA_F3	19:58095305-58095430	11	1337
MEDAL-115_PLA_F3	19:58220387-58220542	188	10906
MEDAL-115_PLA_F3	19:58609241-58609533	30	9146
MEDAL-115_PLA_F3	19:58661905-58662086	15	4521
MEDAL-115_PLA_F3	19:58951360-58951976	98	25210
MEDAL-115_PLA_F3	2:5833347-5833487	374	7384
MEDAL-115_PLA_F3	2:11052076-11052256	50	7251
MEDAL-115_PLA_F3	2:27070430-27070633	184	8705
MEDAL-115_PLA_F3	2:27530377-27530538	946	8340
MEDAL-115_PLA_F3	2:30143580-30143911	334	11905
MEDAL-115_PLA_F3	2:39187525-39187635	265	9695
MEDAL-115_PLA_F3	2:42274665-42274767	9	2200
MEDAL-115_PLA_F3	2:45155388-45155573	209	3359
MEDAL-115_PLA_F3	2:45168140-45168225	284	2321
MEDAL-115_PLA_F3	2:45169746-45169879	357	12065
MEDAL-115_PLA_F3	2:47796644-47796686	206	1770
MEDAL-115_PLA_F3	2:51259688-51259792	72	1660
MEDAL-115_PLA_F3	2:63279168-63279241	196	2686
MEDAL-115_PLA_F3	2:63286099-63286255	398	9061
MEDAL-115_PLA_F3	2:68547336-68547355	8	646
MEDAL-115_PLA_F3	2:73147439-73147650	66	9120
MEDAL-115_PLA_F3	2:73429279-73429495	965	12185
MEDAL-115_PLA_F3	2:74741692-74741773	11	5463
MEDAL-115_PLA_F3	2:74742138-74742280	126	6492
MEDAL-115_PLA_F3	2:75426551-75426762	71	17595
MEDAL-115_PLA_F3	2:80530886-80531042	39	2257
MEDAL-115_PLA_F3	2:95692268-95692576	72	10589
MEDAL-115_PLA_F3	2:96990757-96990903	102	3565
MEDAL-115_PLA_F3	2:98963654-98963693	158	942
MEDAL-115_PLA_F3	2:105459604-105459729	24	1889
MEDAL-115_PLA_F3	2:105461025-105461188	225	9108
MEDAL-115_PLA_F3	2:105480265-105480344	106	1556
MEDAL-115_PLA_F3	2:115920438-115920620	98	4745
MEDAL-115_PLA_F3	2:119532433-119532596	131	13727
MEDAL-115_PLA_F3	2:119606572-119606824	671	17017
MEDAL-115_PLA_F3	2:127534624-127534834	20	7351
MEDAL-115_PLA_F3	2:135475599-135475619	19	1451
MEDAL-115_PLA_F3	2:139538198-139538385	86	3511
MEDAL-115_PLA_F3	2:144694302-144694576	99	10587
MEDAL-115_PLA_F3	2:145281638-145281791	0	622
MEDAL-115_PLA_F3	2:148601330-148601560	45	9519
MEDAL-115_PLA_F3	2:157177400-157177439	94	1052
MEDAL-115_PLA_F3	2:162273365-162273592	1025	15392
MEDAL-115_PLA_F3	2:162283540-162283604	13	597
MEDAL-115_PLA_F3	2:171674901-171675030	49	3380
MEDAL-115_PLA_F3	2:173099573-173099763	36	4402
MEDAL-115_PLA_F3	2:173601235-173601303	16	1001
MEDAL-115_PLA_F3	2:175191810-175191928	65	2470
MEDAL-115_PLA_F3	2:175200837-175201019	215	11196
MEDAL-115_PLA_F3	2:176969110-176969168	23	1497
MEDAL-115_PLA_F3	2:176987360-176987525	649	16034
MEDAL-115_PLA_F3	2:177001113-177001313	257	14054
MEDAL-115_PLA_F3	2:182321757-182321939	46	5849
MEDAL-115_PLA_F3	2:182545460-182545649	168	7688
MEDAL-115_PLA_F3	2:182548134-182548194	29	619
MEDAL-115_PLA_F3	2:190044482-190044510	71	981
MEDAL-115_PLA_F3	2:193059056-193059208	200	4926
MEDAL-115_PLA_F3	2:198650875-198651229	391	11824
MEDAL-115_PLA_F3	2:198670118-198670309	38	10508
MEDAL-115_PLA_F3	2:202899972-202900043	91	1622
MEDAL-115_PLA_F3	2:207139126-207139224	58	1436
MEDAL-115_PLA_F3	2:207307402-207307738	76	23539
MEDAL-115_PLA_F3	2:209271855-209271956	234	2643
MEDAL-115_PLA_F3	2:210636241-210636498	253	15106
MEDAL-115_PLA_F3	2:219846968-219847142	45	9849
MEDAL-115_PLA_F3	2:219906103-219906170	34	2082
MEDAL-115_PLA_F3	2:220222843-220223046	448	11225
MEDAL-115_PLA_F3	2:223159721-223159912	363	9052
MEDAL-115_PLA_F3	2:223163170-223163359	342	10146
MEDAL-115_PLA_F3	2:223164474-223164607	63	2374
MEDAL-115_PLA_F3	2:223177154-223177408	862	11966
MEDAL-115_PLA_F3	2:230578058-230578352	606	15006
MEDAL-115_PLA_F3	2:237077136-237077375	774	16505
MEDAL-115_PLA_F3	20:983338-983428	782	19477
MEDAL-115_PLA_F3	20:3052646-3052856	61	7302
MEDAL-115_PLA_F3	20:5891725-5891900	186	5014
MEDAL-115_PLA_F3	20:9496571-9496792	174	14674
MEDAL-115_PLA_F3	20:10198414-10198566	73	3351
MEDAL-115_PLA_F3	20:17207208-17207420	70	2685
MEDAL-115_PLA_F3	20:20347628-20347766	135	4693
MEDAL-115_PLA_F3	20:20350476-20350610	287	3868
MEDAL-115_PLA_F3	20:21082100-21082351	358	12159
MEDAL-115_PLA_F3	20:21377880-21378233	1504	27221
MEDAL-115_PLA_F3	20:21492744-21492879	95	5288
MEDAL-115_PLA_F3	20:21496048-21496090	506	3802
MEDAL-115_PLA_F3	20:21501538-21501669	16	3550
MEDAL-115_PLA_F3	20:21503204-21503326	94	5857
MEDAL-115_PLA_F3	20:21686195-21686464	297	12303
MEDAL-115_PLA_F3	20:23029132-23029458	146	9464
MEDAL-115_PLA_F3	20:24451079-24451190	178	7106
MEDAL-115_PLA_F3	20:25062385-25062502	254	10416
MEDAL-115_PLA_F3	20:30062886-30063172	20	3330
MEDAL-115_PLA_F3	20:37356039-37356139	225	7215
MEDAL-115_PLA_F3	20:37434994-37435218	35	9479
MEDAL-115_PLA_F3	20:51589858-51590064	476	12519
MEDAL-115_PLA_F3	20:52790247-52790308	86	2602
MEDAL-115_PLA_F3	20:55500653-55500826	315	15734
MEDAL-115_PLA_F3	20:56803278-56803529	2033	15978
MEDAL-115_PLA_F3	20:57875313-57875673	547	12107
MEDAL-115_PLA_F3	20:58180187-58180410	124	7375
MEDAL-115_PLA_F3	20:61050625-61050731	67	2841
MEDAL-115_PLA_F3	20:61051418-61051600	233	8080
MEDAL-115_PLA_F3	20:61638138-61638315	60	10866
MEDAL-115_PLA_F3	20:61809906-61810098	207	9209
MEDAL-115_PLA_F3	20:62103386-62103573	43	13535
MEDAL-115_PLA_F3	21:27011336-27011529	39	11920
MEDAL-115_PLA_F3	21:27012510-27012528	3	510
MEDAL-115_PLA_F3	21:28339297-28339493	52	11960
MEDAL-115_PLA_F3	21:40984653-40984899	49	11304
MEDAL-115_PLA_F3	22:19157105-19157245	152	22067
MEDAL-115_PLA_F3	22:25678116-25678340	542	11199
MEDAL-115_PLA_F3	22:28838482-28838637	23	5480
MEDAL-115_PLA_F3	22:29876258-29876377	485	7377
MEDAL-115_PLA_F3	22:37808862-37809013	242	2758
MEDAL-115_PLA_F3	22:45404996-45405233	49	5061
MEDAL-115_PLA_F3	22:46263003-46263191	190	10579
MEDAL-115_PLA_F3	22:48970898-48971226	53	9337
MEDAL-115_PLA_F3	3:2141646-2141844	872	13184
MEDAL-115_PLA_F3	3:6902772-6902862	31	1410
MEDAL-115_PLA_F3	3:12045330-12045578	447	4633
MEDAL-115_PLA_F3	3:18467579-18467773	22	10083
MEDAL-115_PLA_F3	3:27772487-27772806	218	3950
MEDAL-115_PLA_F3	3:28617354-28617479	8	1778
MEDAL-115_PLA_F3	3:32859094-32859273	104	3886
MEDAL-115_PLA_F3	3:48699492-48699541	349	1098
MEDAL-115_PLA_F3	3:61550472-61550554	131	1744
MEDAL-115_PLA_F3	3:68057073-68057137	93	2210
MEDAL-115_PLA_F3	3:68980997-68981178	126	5008
MEDAL-115_PLA_F3	3:69590899-69591103	121	16306
MEDAL-115_PLA_F3	3:73674176-73674313	184	5104
MEDAL-115_PLA_F3	3:121903090-121903256	130	5634
MEDAL-115_PLA_F3	3:129693892-129694063	48	3137
MEDAL-115_PLA_F3	3:137487036-137487133	131	3808
MEDAL-115_PLA_F3	3:137489597-137489728	108	4255
MEDAL-115_PLA_F3	3:139653426-139653467	287	2014
MEDAL-115_PLA_F3	3:140770385-140771032	344	35381
MEDAL-115_PLA_F3	3:147087195-147087332	916	8824
MEDAL-115_PLA_F3	3:147106171-147106378	263	5064
MEDAL-115_PLA_F3	3:148415566-148415793	165	10980
MEDAL-115_PLA_F3	3:157260908-157261194	89	11967
MEDAL-115_PLA_F3	3:157821797-157821934	100	3694
MEDAL-115_PLA_F3	3:157824097-157824194	33	1811
MEDAL-115_PLA_F3	3:164914991-164915127	221	4906
MEDAL-115_PLA_F3	3:170137565-170137720	310	7070
MEDAL-115_PLA_F3	3:172166368-172166379	26	357
MEDAL-115_PLA_F3	3:172167637-172167710	375	7231
MEDAL-115_PLA_F3	3:173114379-173114579	80	6494
MEDAL-115_PLA_F3	3:179755068-179755312	321	7073
MEDAL-115_PLA_F3	3:181437140-181437341	407	12606
MEDAL-115_PLA_F3	3:183145779-183145855	8	714
MEDAL-115_PLA_F3	3:186490222-186490308	21	2132
MEDAL-115_PLA_F3	4:1396624-1396768	97	3115
MEDAL-115_PLA_F3	4:4389510-4389674	47	3299
MEDAL-115_PLA_F3	4:5053332-5053510	29	8872
MEDAL-115_PLA_F3	4:7657504-7657656	711	6342
MEDAL-115_PLA_F3	4:20254887-20254957	45	918
MEDAL-115_PLA_F3	4:20256185-20256315	100	3565
MEDAL-115_PLA_F3	4:30723122-30723232	39	3156
MEDAL-115_PLA_F3	4:37978568-37978629	18	875
MEDAL-115_PLA_F3	4:46391689-46391809	52	5931
MEDAL-115_PLA_F3	4:54975886-54976067	231	9832
MEDAL-115_PLA_F3	4:55100098-55100336	99	14922
MEDAL-115_PLA_F3	4:57522078-57522267	22	6724
MEDAL-115_PLA_F3	4:81106174-81106318	25	5285
MEDAL-115_PLA_F3	4:81186714-81187017	197	22253
MEDAL-115_PLA_F3	4:81189604-81189657	60	977
MEDAL-115_PLA_F3	4:81189812-81189836	26	915
MEDAL-115_PLA_F3	4:85422925-85423004	279	2583
MEDAL-115_PLA_F3	4:90758638-90758729	1	1310
MEDAL-115_PLA_F3	4:96470119-96470384	28	10444
MEDAL-115_PLA_F3	4:107956780-107956943	26	2126
MEDAL-115_PLA_F3	4:107958404-107958609	278	18118
MEDAL-115_PLA_F3	4:110224063-110224294	134	10611
MEDAL-115_PLA_F3	4:113444177-113444440	637	20914
MEDAL-115_PLA_F3	4:122078036-122078113	7	556
MEDAL-115_PLA_F3	4:122686285-122686711	768	15074
MEDAL-115_PLA_F3	4:126237320-126237553	51	9834
MEDAL-115_PLA_F3	4:134068673-134068913	246	16265
MEDAL-115_PLA_F3	4:134069665-134069827	34	6427
MEDAL-115_PLA_F3	4:142053498-142053872	178	26310
MEDAL-115_PLA_F3	4:144621729-144621866	32	6045
MEDAL-115_PLA_F3	4:148402400-148402556	145	3889
MEDAL-115_PLA_F3	4:154710059-154710906	1470	41694
MEDAL-115_PLA_F3	4:164265652-164265923	67	2489
MEDAL-115_PLA_F3	4:166794111-166794212	54	1705
MEDAL-115_PLA_F3	4:172734856-172735012	114	10709
MEDAL-115_PLA_F3	4:174452128-174452182	54	767
MEDAL-115_PLA_F3	4:177714256-177714397	256	4714
MEDAL-115_PLA_F3	4:184826534-184826692	12	5449
MEDAL-115_PLA_F3	4:185939375-185939832	627	27465
MEDAL-115_PLA_F3	4:185942572-185942841	236	12200
MEDAL-115_PLA_F3	4:188916628-188916881	899	12599
MEDAL-115_PLA_F3	5:528485-528795	126	31776
MEDAL-115_PLA_F3	5:1445206-1445741	845	17088
MEDAL-115_PLA_F3	5:1883098-1883385	466	18543
MEDAL-115_PLA_F3	5:6449114-6449327	63	8603
MEDAL-115_PLA_F3	5:7396874-7397075	863	17697
MEDAL-115_PLA_F3	5:16180211-16180460	1075	21884
MEDAL-115_PLA_F3	5:17219278-17219358	97	772
MEDAL-115_PLA_F3	5:31194049-31194180	12	940
MEDAL-115_PLA_F3	5:35618238-35618345	56	6300
MEDAL-115_PLA_F3	5:36690254-36690427	24	7267
MEDAL-115_PLA_F3	5:38257578-38257688	7	3712
MEDAL-115_PLA_F3	5:39425369-39425524	21	5130
MEDAL-115_PLA_F3	5:42424490-42424694	103	19966
MEDAL-115_PLA_F3	5:49737439-49737498	5	733
MEDAL-115_PLA_F3	5:50259992-50260210	607	20269
MEDAL-115_PLA_F3	5:50679895-50679980	14	445
MEDAL-115_PLA_F3	5:72529885-72530014	99	8633
MEDAL-115_PLA_F3	5:72595631-72595722	237	12867
MEDAL-115_PLA_F3	5:72715568-72715820	417	13139
MEDAL-115_PLA_F3	5:72732202-72732285	45	2339
MEDAL-115_PLA_F3	5:75377944-75378194	160	15893
MEDAL-115_PLA_F3	5:75380667-75380966	212	11170
MEDAL-115_PLA_F3	5:76506934-76507039	13	1685
MEDAL-115_PLA_F3	5:76928689-76928898	903	12613
MEDAL-115_PLA_F3	5:79330754-79330805	201	911
MEDAL-115_PLA_F3	5:87986539-87986591	56	596
MEDAL-115_PLA_F3	5:113391617-113391796	92	6005
MEDAL-115_PLA_F3	5:115152239-115152419	29	4147
MEDAL-115_PLA_F3	5:128796153-128796339	58	8580
MEDAL-115_PLA_F3	5:136834289-136834498	288	11584
MEDAL-115_PLA_F3	5:145713602-145713918	977	15259
MEDAL-115_PLA_F3	5:153857817-153857997	91	4347
MEDAL-115_PLA_F3	5:155108744-155108865	61	1461
MEDAL-115_PLA_F3	5:157098614-157098718	97	3469
MEDAL-115_PLA_F3	5:166405986-166406083	22	2313
MEDAL-115_PLA_F3	5:168727915-168728345	137	12494
MEDAL-115_PLA_F3	5:170735853-170736027	514	7090
MEDAL-115_PLA_F3	5:170740500-170740727	851	7081
MEDAL-115_PLA_F3	5:170743389-170743487	38	1864
MEDAL-115_PLA_F3	5:172671356-172671511	93	11770
MEDAL-115_PLA_F3	5:175298511-175298669	561	14836
MEDAL-115_PLA_F3	5:176056887-176057034	24	2106
MEDAL-115_PLA_F3	5:178771612-178771787	36	8354
MEDAL-115_PLA_F3	5:180017515-180017638	21	2483
MEDAL-115_PLA_F3	6:393441-393632	90	8269
MEDAL-115_PLA_F3	6:1383460-1383617	31	2175
MEDAL-115_PLA_F3	6:5996557-5996696	10	1496
MEDAL-115_PLA_F3	6:6004293-6004500	82	11857
MEDAL-115_PLA_F3	6:6007433-6007562	184	6214
MEDAL-115_PLA_F3	6:7728804-7729063	112	9380
MEDAL-115_PLA_F3	6:10415924-10416040	159	2354
MEDAL-115_PLA_F3	6:10887089-10887145	12	931
MEDAL-115_PLA_F3	6:19836846-19836980	115	816
MEDAL-115_PLA_F3	6:26224008-26224056	2	1530
MEDAL-115_PLA_F3	6:26251652-26251823	2	528
MEDAL-115_PLA_F3	6:27280110-27280294	50	17942
MEDAL-115_PLA_F3	6:27463254-27463423	283	6990
MEDAL-115_PLA_F3	6:28175785-28175911	139	2252
MEDAL-115_PLA_F3	6:28304035-28304293	28	12814
MEDAL-115_PLA_F3	6:28411358-28411485	39	5225
MEDAL-115_PLA_F3	6:28557199-28557406	40	4507
MEDAL-115_PLA_F3	6:28602849-28603219	278	30492
MEDAL-115_PLA_F3	6:28626559-28626642	19	2612
MEDAL-115_PLA_F3	6:30449076-30449260	281	13244
MEDAL-115_PLA_F3	6:33161117-33161400	309	6465
MEDAL-115_PLA_F3	6:36808321-36808536	94	8337
MEDAL-115_PLA_F3	6:40567436-40567683	661	4481
MEDAL-115_PLA_F3	6:41339338-41339407	20	7543
